Date,ER,DD,dflows,LER,dLER,dPoil,dDate,match,dflows2
20-02-14,35.5857,0.197181939,-0.006948437,3.571943872,0.931098063,1.267397863,4,4994,-0.006948437
25-02-14,35.5112,0.20125169,0.01196348,3.56984814,-0.209573209,-0.554219381,5,4999,0.01196348
01-03-14,36.1847,0.197327614,-0.002389306,3.588636378,1.878823787,-1.117739534,5,5004,-0.002389306
05-03-14,36.3208,0.209789921,0.000559655,3.59239058,0.375420237,0.578753166,5,5009,0.000559655
10-03-14,36.2618,0.207147218,0.001933069,3.590764846,-0.162573435,-0.027483853,5,5014,0.001933069
15-03-14,36.6391,0.209418535,-0.000814344,3.601115976,1.035113061,-1.532667801,7,5021,-0.000814344
20-03-14,36.207,0.209398842,-0.005718641,3.58925247,-1.186350588,-1.433749903,4,5025,-0.005718641
25-03-14,36.1663,0.208392725,0.004048987,3.588127746,-0.112472429,0.602241399,5,5030,0.004048987
01-04-14,35.6053,0.199998275,-0.001306046,3.572494503,-1.563324283,-0.602241399,5,5035,-0.001306046
05-04-14,35.501,0.203535682,-0.002096357,3.569560865,-0.293363808,-1.015044526,5,5040,-0.002096357
10-04-14,35.7493,0.203363501,0.000731631,3.576530689,0.696982343,2.365022841,5,5045,0.000731631
15-04-14,35.989,0.202362785,0.000842161,3.583213336,0.668264768,0.269679803,6,5051,0.000842161
20-04-14,35.5389,0.201075155,-0.007381519,3.570627871,-1.2585465,1.940558435,9,5060,-0.007381519
25-04-14,35.683,0.202578444,0.004546864,3.574674385,0.404651369,0,5,5065,0.004546864
01-05-14,35.7227,0.195383933,0.000310972,3.575786341,0.111195616,-1.06218378,5,5070,0.000310972
10-05-14,35.0343,0.196883991,-0.000275003,3.556327582,-1.945875945,-0.405867175,5,5075,-0.000275003
15-05-14,34.709,0.195721177,-0.000108178,3.546999019,-0.932856229,1.540890801,7,5082,-0.000108178
20-05-14,34.7394,0.195583839,-0.00478857,3.54787449,0.087547019,0.878987128,4,5086,-0.00478857
25-05-14,34.3139,0.19354096,0.00439199,3.53555052,-1.232396961,0.045099897,5,5091,0.00439199
01-06-14,34.7352,0.190652198,0.001085802,3.547753582,1.220306211,-0.824018789,5,5096,0.001085802
05-06-14,35.1398,0.196779124,-0.003564806,3.559334391,1.158080921,-0.830865314,5,5101,-0.003564806
10-06-14,34.3303,0.194235634,0.003423564,3.536028346,-2.330604508,1.347802936,5,5106,0.003423564
15-06-14,34.3227,0.190665665,0.000309498,3.535806943,-0.022140329,1.463681678,6,5112,0.000309498
20-06-14,34.3025,0.19401048,-0.006560627,3.535218238,-0.058870504,2.647821486,4,5116,-0.006560627
25-06-14,33.9812,0.192851172,0.00445803,3.525807431,-0.94108073,-1.266779706,5,5121,0.00445803
01-07-14,33.8434,0.185603992,0.00175414,3.521744003,-0.406342801,-2.411470681,5,5126,0.00175414
05-07-14,34.3236,0.192102929,-0.004157032,3.535833164,1.408916172,-1.863605591,5,5131,-0.004157032
10-07-14,34.0758,0.192736356,-0.000728735,3.528587455,-0.724570929,-1.983199091,5,5136,-0.000728735
15-07-14,34.3135,0.189678584,-0.00037313,3.535538863,0.695140781,-1.994677846,7,5143,-0.00037313
20-07-14,35.1627,0.192732749,-0.002971411,3.559985862,2.444699893,1.243077164,4,5147,-0.002971411
25-07-14,35.0786,0.191981034,0.003892063,3.557591258,-0.239460375,-0.245491578,5,5152,0.003892063
01-08-14,35.4438,0.190615973,-0.002747058,3.567948343,1.035708554,-0.797270738,5,5157,-0.002747058
05-08-14,35.6605,0.195421801,-0.000572084,3.574043634,0.609529018,-1.256189506,5,5162,-0.000572084
10-08-14,36.4461,0.196129172,-0.001111086,3.595834457,2.17908232,0.375632515,5,5167,-0.001111086
15-08-14,36.0395,0.193798974,8.54812E-05,3.584615559,-1.121889768,-2.797862473,7,5174,8.54812E-05
20-08-14,36.1094,0.192989035,-0.006066943,3.586553219,0.193766009,-1.40377635,4,5178,-0.006066943
25-08-14,36.0027,0.192612975,0.006440798,3.583593936,-0.295928361,0.350298111,5,5183,0.006440798
01-09-14,36.9316,0.190550344,-0.003308757,3.609067553,2.547361749,1.023814917,5,5188,-0.003308757
05-09-14,36.8038,0.196425081,-0.002561211,3.605601101,-0.346645242,0.08896358,5,5193,-0.002561211
10-09-14,37.0261,0.194061877,-0.001297046,3.611623069,0.602196865,-3.141409401,5,5198,-0.001297046
15-09-14,37.6545,0.194154078,0.00191942,3.628452469,1.682939965,-1.821131662,6,5204,0.00191942
20-09-14,38.4134,0.196009819,-0.00745533,3.648406357,1.995388804,0.528142894,4,5208,-0.00745533
25-09-14,38.383,0.197818986,0.003591663,3.647614653,-0.079170382,-2.393634007,5,5213,0.003591663
01-10-14,39.3836,0.194486399,0.000101438,3.673349486,2.573483276,0.14799157,5,5218,0.000101438
05-10-14,39.698,0.199279031,-0.001507929,3.681300809,0.795132259,-3.635590756,5,5223,-0.001507929
10-10-14,39.98,0.200513251,0.001854016,3.688379329,0.707852048,-0.902294854,5,5228,0.001854016
15-10-14,40.5304,0.201208106,0.000901889,3.70205231,1.367298075,-4.649369839,7,5235,0.000901889
20-10-14,41.045,0.205076733,0.005400182,3.714669026,1.261671598,-1.270191289,9,5244,0.005400182
25-10-14,41.8101,0.209033633,-0.001223363,3.733137937,1.846891134,0.782668559,5,5249,-0.001223363
01-11-14,41.9627,0.215030008,-0.009023646,3.736781128,0.364319132,-0.51330024,5,5254,-0.009023646
10-11-14,47.8774,0.237129885,0.007490011,3.868643577,13.18624483,-2.726902812,5,5259,0.007490011
15-11-14,47.392,0.226334166,0.004524839,3.858453438,-1.019013871,-6.78774224,6,5265,0.004524839
20-11-14,47.0294,0.232527766,-0.011329656,3.850772938,-0.768050002,-0.68409431,4,5269,-0.011329656
25-11-14,44.7852,0.228473873,0.013078182,3.801877728,-4.889521036,3.073633525,5,5274,0.013078182
01-12-14,49.322,0.234894232,-0.009329408,3.898370229,9.649250128,-10.21281446,5,5279,-0.009329408
05-12-14,52.6932,0.259625505,0.003398028,3.964486415,6.611618599,-4.859544116,5,5284,0.003398028
10-12-14,54.2116,0.255814379,-0.003039432,3.992894908,2.840849272,-3.522171049,5,5289,-0.003039432
15-12-14,56.8919,0.268345958,0.003459852,4.041152976,4.82580683,-6.952243234,7,5296,0.003459852
20-12-14,60.6825,0.278481935,-0.007427297,4.105655353,6.450237738,-4.748568053,14,5310,-0.007427297
25-12-14,54.4913,0.260740573,0.004848588,3.998041056,-10.76142975,-0.238338553,5,5315,0.004848588
01-01-15,56.2376,0.259527003,0.004048448,4.029585572,3.154451644,-5.969825709,5,5320,0.004048448
15-01-15,66.0983,0.296946904,2.4239E-05,4.191143028,16.15574556,-18.75095888,7,5327,2.4239E-05
20-01-15,64.9732,0.297440433,-0.011248837,4.173974877,-1.716815074,3.347952171,4,5331,-0.011248837
25-01-15,63.393,0.292360971,0.014341078,4.149353445,-2.462143193,-2.7604192,5,5336,0.014341078
01-02-15,68.9291,0.299101194,-0.007802007,4.23307844,8.372499484,1.121910365,5,5341,-0.007802007
05-02-15,65.447,0.302836736,-0.005401738,4.181240655,-5.18377853,16.67899929,5,5346,-0.005401738
10-02-15,65.7817,0.296117808,0.001809712,4.186341684,0.510102936,3.444616456,5,5351,0.001809712
15-02-15,65.0862,0.288578119,-0.006010821,4.175712545,-1.062913897,-1.360084553,4,5355,-0.006010821
20-02-15,62.1307,0.280937395,-0.001599146,4.129240231,-4.647231447,4.435123869,4,5359,-0.001599146
25-02-15,63.5083,0.279397414,0.0083474,4.151170606,2.193037531,2.602783146,5,5364,0.0083474
01-03-15,61.2718,0.270671783,-0.004473345,4.115319704,-3.585090155,1.741746299,5,5369,-0.004473345
05-03-15,61.8745,0.280857851,-0.004169283,4.12510814,0.978843558,-3.666330847,5,5374,-0.004169283
10-03-15,59.9938,0.27023412,0.006956245,4.094241224,-3.08669165,-0.865512403,5,5379,0.006956245
15-03-15,61.3167,0.270411503,-0.000624578,4.116052237,2.181101296,-3.486002854,7,5386,-0.000624578
20-03-15,59.8308,0.272594764,-0.003102171,4.091520579,-2.453165798,-6.753158277,4,5390,-0.003102171
25-03-15,58.771,0.268430356,0.000780765,4.073648536,-1.787204257,1.219870621,5,5395,0.000780765
01-04-15,57.65,0.261520558,0.004536064,4.054390247,-1.925828925,0.14911466,5,5400,0.004536064
05-04-15,56.7534,0.259314191,-0.004971356,4.038715566,-1.567468025,3.729183715,5,5405,-0.004971356
10-04-15,52.5424,0.249506847,0.000442398,3.961620463,-7.709510376,0.554711989,5,5410,0.000442398
15-04-15,51.9749,0.242501822,0.008294034,3.95076091,-1.085955296,2.90181268,6,5416,0.008294034
20-04-15,50.5295,0.23781887,-0.006918537,3.922557324,-2.82035856,6.085911351,9,5425,-0.006918537
25-04-15,50.2473,0.245076522,0.002905891,3.916956814,-0.560050999,2.178032375,5,5430,0.002905891
01-05-15,51.1388,0.241461361,-0.000687025,3.934543505,1.758669044,1.959607586,5,5435,-0.000687025
10-05-15,50.7511,0.242964914,0.003542481,3.926933293,-0.761021203,1.599040514,5,5440,0.003542481
15-05-15,50.0774,0.239818871,0.000267121,3.913569809,-1.336348405,0.99610049,7,5447,0.000267121
20-05-15,49.1777,0.240085906,-0.006847197,3.895440269,-1.81295398,-3.254587576,4,5451,-0.006847197
25-05-15,49.7901,0.242633257,-0.000349911,3.907816169,1.237590037,1.903630585,5,5456,-0.000349911
01-06-15,52.9716,0.247462813,0.00570962,3.969755921,6.193975179,-2.409001212,5,5461,0.00570962
05-06-15,54.9908,0.254165251,-0.002785188,4.007165899,3.740997764,-4.567595566,5,5466,-0.002785188
10-06-15,55.91,0.262877769,-0.000486742,4.023743255,1.657735652,4.678363834,5,5471,-0.000486742
15-06-15,54.5285,0.25536161,0.004194489,3.998723501,-2.501975427,-0.063281129,6,5477,0.004194489
20-06-15,53.8006,0.252322948,-0.00900399,3.98528462,-1.343888124,-2.922494438,4,5481,-0.00900399
25-06-15,54.0746,0.25747371,0.00416398,3.990364575,0.507995516,0.422764857,5,5486,0.00416398
01-07-15,55.8413,0.254705774,0.000400226,4.022513739,3.214916431,-2.165083751,5,5491,0.000400226
05-07-15,55.6049,0.258017182,-0.003773529,4.018271327,-0.424241212,2.327210894,5,5496,-0.003773529
10-07-15,56.9803,0.263117866,0.00047857,4.042705594,2.443426719,-6.526236424,5,5501,0.00047857
15-07-15,56.9774,0.259353044,0.000165031,4.042654698,-0.005089608,-1.095377378,7,5508,0.000165031
20-07-15,56.8423,0.25937614,-0.007158737,4.040280767,-0.237393111,-1.44394127,4,5512,-0.007158737
25-07-15,58.0374,0.263594225,0.008395058,4.06108763,2.080686345,-1.105771923,5,5517,0.008395058
01-08-15,60.3458,0.264154709,-0.000392733,4.100091351,3.900372077,-2.671671853,5,5522,-0.000392733
