cr_gdp,dy,cr,fd0,fd1,fd2
153.3,0.54622,0,0.73066,0.66351,0.51719
153,-0.14674,0,0.7345,0.67232,0.51326
152.4,0.37932,0,0.73833,0.68112,0.50934
152.2,0.68134,0,0.74217,0.68993,0.50541
154.7,0.71931,0,0.746,0.69874,0.50148
154.7,1.1769,0,0.75039,0.70161,0.52244
153.5,1.1801,0,0.75477,0.70448,0.54341
153.5,0.71443,0,0.75915,0.70735,0.56437
150.7,0.34208,0,0.76353,0.71023,0.58533
152.3,0.7121,0,0.76638,0.70196,0.58467
151.3,1.2211,0,0.76923,0.6937,0.58401
149,0.98578,0,0.77207,0.68543,0.58335
149.4,0.80211,0,0.77492,0.67717,0.58269
149.3,0.053535,0,0.77518,0.67444,0.58066
150.9,0.28324,0,0.77543,0.67171,0.57864
153.8,0.37826,0,0.77568,0.66898,0.57661
158.4,0.6473,0,0.77594,0.66625,0.57458
159.4,0.96023,0,0.77578,0.6732,0.573
161,0.41659,0,0.77562,0.68016,0.57142
161.7,0.14308,0,0.77547,0.68712,0.56984
164.1,0.059863,0,0.77531,0.69408,0.56826
163.3,0.34854,0,0.77412,0.71585,0.59863
163.8,0.83242,0,0.77292,0.73763,0.629
166.4,-1.1598,0,0.77173,0.7594,0.65937
170.3,-2.2981,0,0.77054,0.78117,0.68974
175.5,-1.1044,0,0.77016,0.74944,0.68763
181.5,0.4545,0,0.76978,0.7177,0.68552
182.9,1.1711,0,0.7694,0.68596,0.68341
180.5,1.1842,0,0.76902,0.65423,0.6813
180.4,0.51691,0,0.76937,0.64956,0.71258
179.2,0.7174,0,0.76971,0.64489,0.74387
178.6,1.1225,0,0.77006,0.64021,0.77515
178.2,0.73673,0,0.77041,0.63554,0.80643
178.9,0.19272,0,0.77059,0.68932,0.77836
179.7,1.3778,0,0.77077,0.74309,0.75029
178,0.78997,0,0.77095,0.79687,0.72222
178.8,0.048628,0,0.77113,0.85064,0.69416
180.5,0.3365,0,0.77089,0.85272,0.69874
182.7,0.13771,0,0.77064,0.85481,0.70333
184.7,0.20787,0,0.7704,0.85689,0.70791
186.8,0.8855,0,0.77015,0.85897,0.7125
188,0.58547,0,0.76947,0.85786,0.71168
189.5,0.80881,0,0.76879,0.85675,0.71086
190.1,1.0466,0,0.76812,0.85564,0.71004
190.1,0.14366,0,0.76744,0.85453,0.70922
189.5,0.92777,0,0.76664,0.84048,0.7105
191,0.95204,0,0.76585,0.82644,0.71178
191.4,0.70521,0,0.76505,0.8124,0.71305
197,-0.5398,0,0.76426,0.79835,0.71433
199.3,-0.2646,0,0.76235,0.81495,0.721
203.2,0.35291,0,0.76043,0.83154,0.72766
207.6,0.068381,0,0.75852,0.84813,0.73432
207.7,0.59406,0,0.75661,0.86472,0.74098
210.5,-0.45317,0,0.75661,0.86472,0.74098
213.5,1.0784,0,0.75661,0.86472,0.74098
212.8,0.57681,0,0.75661,0.86472,0.74098
84.5,0.39484,1,0.40899,0.71618,0.1704
83,2.8773,1,0.4107,0.69099,0.16187
81.1,-0.77359,1,0.41241,0.6658,0.15333
81.8,2.5934,1,0.41413,0.64062,0.14479
82.7,0.3907,1,0.42095,0.64356,0.14744
81.7,0.47471,1,0.42777,0.64649,0.15008
81.3,0.019028,1,0.4346,0.64943,0.15273
90.3,-0.15117,1,0.44142,0.65237,0.15537
91.5,-0.59551,1,0.43493,0.6429,0.13035
90,-0.62202,1,0.42844,0.63342,0.10534
89.9,-0.24316,1,0.42195,0.62394,0.080319
87.7,0.21436,1,0.41546,0.61447,0.055303
84.3,0.11979,1,0.41395,0.63386,0.055254
81.4,0.0093431,1,0.41243,0.65326,0.055206
77.5,0.060563,1,0.41092,0.67266,0.055157
79.3,-0.080272,1,0.40941,0.69205,0.055108
78.6,0.69143,1,0.40023,0.67956,0.055078
79.1,1.0019,1,0.39105,0.66707,0.055048
76.3,0.99917,1,0.38186,0.65458,0.055017
73,1.2278,1,0.37268,0.64209,0.054987
72.4,1.3874,1,0.36994,0.67272,0.043984
74,1.3128,1,0.36721,0.70335,0.032981
72,0.56877,1,0.36447,0.73398,0.021977
73.1,0.79997,0,0.36173,0.76461,0.010974
74.1,0.42707,0,0.35815,0.75264,0.016438
66.1,0.38769,0,0.35457,0.74067,0.021901
65.1,0.47379,0,0.35098,0.7287,0.027364
64.8,0.11544,0,0.3474,0.71674,0.032828
64.2,0.27145,0,0.35623,0.7102,0.035523
65.3,0.80009,0,0.36505,0.70367,0.038218
67.1,0.72313,0,0.37388,0.69714,0.040913
65.5,1.1022,0,0.38271,0.69061,0.043608
63.2,0.78558,0,0.3821,0.70673,0.046283
61.6,1.1277,0,0.3815,0.72286,0.048959
60.7,1.0617,0,0.3809,0.73899,0.051634
60.5,1.1129,0,0.3803,0.75511,0.05431
59.8,0.90322,0,0.38454,0.76133,0.048847
59.8,1.6593,0,0.38878,0.76755,0.043385
58.7,1.8679,0,0.39302,0.77376,0.037922
59.2,1.6606,0,0.39726,0.77998,0.03246
60.1,1.5569,0,0.40217,0.78488,0.037845
60.1,1.4424,0,0.40707,0.78978,0.04323
60.1,1.5601,0,0.41197,0.79468,0.048615
62,2.2292,0,0.41688,0.79958,0.054001
62.4,1.7741,0,0.41668,0.80436,0.056622
61.8,1.2262,0,0.41648,0.80914,0.059244
64.3,1.3751,0,0.41628,0.81391,0.061866
63.9,1.6595,0,0.41608,0.81869,0.064488
64.4,0.83436,0,0.4197,0.81912,0.056375
65.5,1.4973,0,0.42331,0.81955,0.048262
69.1,1.2754,0,0.42692,0.81998,0.040149
69.6,0.24284,0,0.43053,0.8204,0.032037
71.4,0.81972,0,0.43218,0.82014,0.040012
73.8,0.27709,0,0.43384,0.81987,0.047987
76.2,-1.6923,0,0.43549,0.8196,0.055963
75.5,-3.5495,0,0.43714,0.81934,0.063938
77,-0.79439,0,0.43882,0.81969,0.055966
78.4,0.4872,0,0.44049,0.82005,0.047995
80.6,0.22011,0,0.44217,0.82041,0.040023
81.1,0.74456,0,0.44384,0.82077,0.032051
82,0.99605,0,0.44818,0.81922,0.034793
82.2,0.53254,0,0.45253,0.81767,0.037535
82.2,0.52191,0,0.45687,0.81612,0.040277
81.6,0.73992,0,0.46121,0.81457,0.043018
83.5,0.18959,0,0.46494,0.81835,0.045818
83.5,-0.1394,0,0.46866,0.82214,0.048619
85.3,0.19227,0,0.47239,0.82592,0.051419
85.3,-0.12622,0,0.47612,0.8297,0.054219
86.1,-0.51924,0,0.48126,0.82739,0.057095
87.5,-0.51934,0,0.48641,0.82508,0.059972
90.2,-0.30274,0,0.49155,0.82277,0.062849
91.9,-0.45548,0,0.49669,0.82046,0.065725
94.8,0.1498,0,0.49709,0.82464,0.063121
96.3,0.30387,0,0.49749,0.82882,0.060516
97.6,1.2817,0,0.49789,0.83301,0.057912
96,-0.1362,0,0.49829,0.83719,0.055307
95.3,0.926,0,0.49806,0.83496,0.061007
94.1,1.2745,0,0.49784,0.83272,0.066706
93.4,1.3048,0,0.49761,0.83049,0.072406
93.1,1.5917,0,0.49738,0.82826,0.078105
91.8,1.4702,0,0.49579,0.8321,0.069821
90.7,1.0946,0,0.49419,0.83595,0.061537
89.3,0.62924,0,0.4926,0.83979,0.053253
88.2,0.28456,0,0.49101,0.84363,0.044969
89,0.35157,0,0.49101,0.84363,0.044969
89.7,0.46515,0,0.49101,0.84363,0.044969
89.7,0.67381,0,0.49101,0.84363,0.044969
119.3,1.5194,0,0.48151,0.73598,0.047453
119.1,-2.582,0,0.50627,0.7498,0.041497
119.7,-1.3365,0,0.53103,0.76361,0.03554
120.4,0.63381,0,0.55578,0.77742,0.029584
121.4,0.15626,0,0.58054,0.79123,0.023627
122.6,-0.73719,0,0.5674,0.78314,0.029479
120.8,0.61072,0,0.55426,0.77506,0.035331
119,0.18649,0,0.54112,0.76697,0.041183
117.6,1.3091,0,0.52798,0.75888,0.047034
116.4,1.1759,0,0.55408,0.76782,0.046973
114,1.0288,0,0.58018,0.77677,0.046912
111.9,0.019954,0,0.60628,0.78571,0.046851
110.5,0.51254,0,0.63238,0.79466,0.04679
110.9,1.6282,0,0.64278,0.79563,0.087458
110.7,-1.2987,0,0.65318,0.7966,0.12813
112,2.3124,0,0.66358,0.79757,0.16879
112.7,1.2898,0,0.67398,0.79854,0.20946
115.1,1.2598,0,0.65577,0.78227,0.23811
114.4,0.90805,0,0.63755,0.76599,0.26675
115.5,0.46402,0,0.61934,0.74972,0.2954
116.3,0.31718,0,0.60112,0.73345,0.32405
119.4,1.5975,0,0.61739,0.73379,0.32936
119.7,2.1562,0,0.63366,0.73412,0.33467
125.4,1.8838,0,0.64993,0.73446,0.33999
126,0.86136,0,0.6662,0.7348,0.3453
129.9,-0.29718,0,0.69157,0.73365,0.3564
133.5,-0.039025,0,0.71694,0.7325,0.36749
141.1,0.36696,0,0.74232,0.73135,0.37859
142.9,-1.5816,1,0.76769,0.73021,0.38968
144.5,2.98,1,0.78144,0.7434,0.41228
145.4,-1.3911,1,0.7952,0.75659,0.43488
150.5,0.5942,1,0.80895,0.76979,0.45748
147.8,0.9753,1,0.82271,0.78298,0.48008
150,0.055016,1,0.82235,0.78038,0.44557
149.3,-1.9196,1,0.82198,0.77779,0.41106
151.4,2.4304,1,0.82162,0.77519,0.37654
148.7,1.124,1,0.82126,0.7726,0.34203
149.7,-2.0219,1,0.81495,0.76474,0.33037
148.1,-1.4975,1,0.80864,0.75687,0.3187
151.2,1.6441,1,0.80232,0.74901,0.30704
149.2,-0.55729,1,0.79601,0.74115,0.29537
148.1,2.2238,1,0.7989,0.75094,0.27818
146.3,0.28804,1,0.80178,0.76073,0.26099
148.7,-1.0798,1,0.80467,0.77052,0.24379
147.4,0.29516,1,0.80756,0.78032,0.2266
148.7,1.0729,1,0.81021,0.77855,0.2151
145.8,0.73809,1,0.81287,0.77679,0.20359
147.7,-0.99003,1,0.81553,0.77503,0.19209
146.4,1.4308,1,0.81818,0.77327,0.18059
145.6,-0.80124,1,0.81355,0.78179,0.18042
143.2,2.6765,1,0.80892,0.79031,0.18025
141.3,-0.44142,1,0.80428,0.79882,0.18008
140.1,-1.2083,1,0.79965,0.80734,0.17991
140.4,-0.41438,1,0.79516,0.79785,0.19096
141.1,0.16561,1,0.79067,0.78835,0.20202
142.6,2.1647,1,0.78619,0.77886,0.21308
142.8,1.215,0,0.7817,0.76936,0.22414
140.3,2.8868,0,0.78177,0.77758,0.20715
136.5,-0.46997,0,0.78185,0.78579,0.19016
133.8,2.478,0,0.78192,0.794,0.17317
133.2,0.51287,0,0.782,0.80221,0.15618
133.5,-0.28642,0,0.78829,0.80655,0.17829
133,0.41605,0,0.79458,0.81088,0.2004
134.5,0.72916,0,0.80087,0.81522,0.22251
136.5,0.014837,0,0.80716,0.81955,0.24462
136.6,2.6721,0,0.81111,0.82437,0.25005
136.9,0.28261,0,0.81505,0.82919,0.25548
136.8,0.03387,0,0.819,0.83401,0.26091
137.5,1.2473,0,0.82295,0.83884,0.26635
138.8,1.7029,0,0.82491,0.8384,0.26071
140.3,-0.28259,0,0.82688,0.83797,0.25508
141,-0.013761,0,0.82885,0.83753,0.24944
141.1,1.4966,0,0.83081,0.8371,0.24381
142.2,-0.75826,0,0.83041,0.83641,0.2714
142.2,1.8208,0,0.83001,0.83572,0.299
140.6,0.32017,0,0.82961,0.83502,0.3266
145.9,0.90191,0,0.8292,0.83433,0.35419
147.5,0.51498,0,0.82513,0.8318,0.35406
146.6,0.61623,0,0.82107,0.82926,0.35392
148.5,1.3891,0,0.817,0.82672,0.35378
154.2,0.9705,0,0.81293,0.82419,0.35365
151.7,1.132,0,0.81502,0.82614,0.36452
156.4,0.27583,0,0.8171,0.82808,0.37539
155.3,0.97303,0,0.81919,0.83003,0.38626
155.6,-1.0917,0,0.82127,0.83198,0.39712
157.7,0.48697,0,0.81841,0.80009,0.37495
160.4,0.8938,0,0.81556,0.7682,0.35278
164.7,-0.19743,0,0.8127,0.73631,0.33061
163.5,-0.033454,0,0.80984,0.70443,0.30843
163,-0.0098971,0,0.80908,0.74149,0.30835
165.3,0.33948,0,0.80833,0.77856,0.30827
164.2,-0.33076,0,0.80758,0.81563,0.30819
169.1,0.53464,0,0.80682,0.8527,0.30811
171,-0.93437,0,0.80692,0.84382,0.33552
172.9,0.34269,0,0.80701,0.83494,0.36292
172,1.8459,0,0.8071,0.82606,0.39033
177.3,0.48051,0,0.80719,0.81718,0.41774
178.4,0.59368,0,0.80847,0.78918,0.40115
180.6,0.23535,0,0.80974,0.76117,0.38456
182.9,1.075,0,0.81102,0.73317,0.36797
189.1,-0.36362,0,0.81229,0.70517,0.35138
193.2,1.9497,0,0.8143,0.74798,0.32386
197.2,0.11138,0,0.81631,0.79079,0.29634
201.7,0.32411,0,0.81832,0.8336,0.26882
205.2,1.2489,0,0.82033,0.87641,0.2413
207,2.9388,0,0.82091,0.85927,0.24663
213.1,-0.66916,0,0.82148,0.84213,0.25196
217.8,-0.27128,0,0.82206,0.82498,0.2573
220.2,0.33071,0,0.82264,0.80784,0.26263
222.2,-0.44891,0,0.82073,0.8055,0.24603
225.7,0.93517,0,0.81883,0.80315,0.22944
230.7,1.0011,0,0.81692,0.80081,0.21284
231.8,-0.041696,1,0.81502,0.79847,0.19625
232.6,-0.92684,1,0.81095,0.78011,0.27219
233.9,-0.58591,1,0.80687,0.76175,0.34812
237.2,-2.3898,1,0.8028,0.74339,0.42406
241.4,-1.4338,1,0.79873,0.72504,0.5
245.3,-1.9573,1,0.78566,0.74556,0.5
250.1,0.34514,1,0.77259,0.76609,0.5
252.7,0.090725,1,0.75952,0.78662,0.5
254.6,0.85982,1,0.74645,0.80715,0.5
251,0.68115,1,0.73808,0.80815,0.43462
246.6,1.5729,1,0.72971,0.80915,0.36924
242.4,-0.22526,1,0.72134,0.81016,0.30387
241.4,0.21761,1,0.71296,0.81116,0.23849
241.5,0.99745,1,0.69731,0.80875,0.30347
247,-1.2517,1,0.68165,0.80633,0.36846
248.9,0.814,1,0.66599,0.80391,0.43344
251.1,-0.069612,1,0.65033,0.8015,0.49843
251,0.075265,1,0.636,0.78944,0.49882
248.1,0.093894,1,0.62167,0.77738,0.49921
249.9,-0.16176,1,0.60734,0.76532,0.49961
247.9,0.56221,1,0.59301,0.75325,0.5
246.1,0.07419,1,0.58432,0.77024,0.5
245.1,0.63151,1,0.57564,0.78722,0.5
239.4,0.2009,1,0.56695,0.8042,0.5
239.3,0.25291,0,0.55826,0.82119,0.5
236.9,-0.072532,0,0.54712,0.82001,0.5
241.2,1.6601,0,0.53598,0.81883,0.5
240,0.35807,0,0.52484,0.81764,0.5
240,0.68233,0,0.51369,0.81646,0.5
237,0.46662,0,0.50792,0.81723,0.477
238.9,0.30126,0,0.50214,0.818,0.45401
237.7,0.22262,0,0.49637,0.81877,0.43101
237.7,0.52382,0,0.49059,0.81954,0.40801
238.5,1.3839,0,0.49059,0.81954,0.40801
240.2,0.30089,0,0.49059,0.81954,0.40801
236.1,0.88529,0,0.49059,0.81954,0.40801
87.4,1.6601,0,0.18241,0.85689,0.072976
88.1,-0.46935,0,0.18323,0.8573,0.072897
88,4.8675,0,0.18406,0.85771,0.072818
87.3,-2.7552,0,0.18488,0.85812,0.072739
86.9,-0.18839,0,0.1857,0.85853,0.07266
87.4,1.1643,0,0.18981,0.86077,0.078533
88.5,0.49417,0,0.19392,0.86301,0.084405
89.2,0.39455,0,0.19802,0.86525,0.090278
90.7,0.62034,0,0.20213,0.86749,0.09615
92,0.98078,0,0.20181,0.86595,0.084029
93.5,1.0802,0,0.20149,0.86441,0.071909
93.4,1.2604,0,0.20117,0.86287,0.059788
94.4,0.11677,0,0.20085,0.86133,0.047667
94.7,1.0448,0,0.19427,0.84979,0.089012
95.5,0.9151,0,0.18769,0.83825,0.13036
94.4,-0.2429,0,0.18111,0.8267,0.1717
93.9,1.5662,0,0.17453,0.81516,0.21305
93.9,0.13543,0,0.17119,0.80385,0.24231
94.8,0.88925,0,0.16785,0.79255,0.27158
95.3,1.1735,0,0.16451,0.78124,0.30085
96.1,0.68702,0,0.16117,0.76993,0.33012
95.8,1.1216,0,0.16121,0.76751,0.32404
97,0.49785,0,0.16125,0.76509,0.31796
99.4,0.16827,0,0.1613,0.76267,0.31188
100.1,0.060337,0,0.16134,0.76025,0.30579
102.5,0.43421,0,0.16096,0.75602,0.29987
102.6,4.2661,0,0.16058,0.75179,0.29395
102.4,-1.8923,0,0.16021,0.74756,0.28804
101.9,0.7637,0,0.15983,0.74333,0.28212
103.2,1.7269,0,0.16161,0.74179,0.29977
105.9,0.38743,0,0.1634,0.74025,0.31743
108,1.9509,0,0.16518,0.7387,0.33508
107.5,1.2653,0,0.16697,0.73716,0.35274
107.9,0.80085,0,0.16775,0.72943,0.34094
107.9,1.2241,0,0.16853,0.7217,0.32915
114.2,1.8332,0,0.16932,0.71398,0.31736
114.9,1.1875,0,0.1701,0.70625,0.30556
115.9,1.7423,0,0.17379,0.71218,0.2937
116.9,1.1716,0,0.17747,0.71811,0.28183
115.4,0.047308,0,0.18116,0.72404,0.26997
117.3,0.74563,0,0.18485,0.72997,0.2581
122.1,-1.1289,0,0.18916,0.73439,0.25789
126.6,-1.263,0,0.19348,0.7388,0.25769
128.8,-0.72758,0,0.19779,0.74322,0.25748
130.7,-2.8254,1,0.20211,0.74764,0.25727
133.6,-0.96092,1,0.20098,0.74359,0.23375
138.8,-1.3624,1,0.19984,0.73954,0.21023
141.7,-1.6597,1,0.19871,0.7355,0.18671
147.3,0.24076,1,0.19757,0.73145,0.16319
153.3,-1.0811,1,0.19613,0.73531,0.15146
159.7,-0.72492,1,0.19468,0.73918,0.13972
163.5,-1.1044,1,0.19323,0.74304,0.12799
159.8,0.44111,1,0.19179,0.74691,0.11625
156.2,-0.34213,1,0.18943,0.74262,0.12775
151.9,0.93194,1,0.18707,0.73832,0.13926
145.3,0.31105,1,0.18471,0.73403,0.15076
145,0.90319,1,0.18235,0.72973,0.16226
142.9,1.015,1,0.18363,0.73947,0.14479
139.9,2.2108,1,0.18492,0.7492,0.12732
136.7,1.8479,1,0.18621,0.75894,0.10986
132.5,0.09528,1,0.1875,0.76867,0.092386
127.9,2.1539,1,0.18943,0.77211,0.098108
124.2,-0.43483,1,0.19137,0.77556,0.10383
118.4,-0.40107,1,0.1933,0.779,0.10955
117.1,2.5029,0,0.19524,0.78244,0.11527
116.8,-0.16133,0,0.19525,0.78825,0.14964
115.8,1.3084,0,0.19527,0.79406,0.184
115.3,2.121,0,0.19528,0.79986,0.21836
116.5,0.16812,0,0.19529,0.80567,0.25272
117,3.0795,0,0.1956,0.80531,0.22958
117.6,1.6536,0,0.19591,0.80494,0.20643
116.7,2.1355,0,0.19622,0.80458,0.18329
114.1,-0.46013,0,0.19653,0.80422,0.16014
112.3,1.9488,0,0.19897,0.80923,0.17709
110.3,1.572,0,0.20142,0.81424,0.19404
108.7,1.2613,0,0.20387,0.81925,0.21098
111.8,0.95122,0,0.20631,0.82426,0.22793
114.5,0.77331,0,0.2085,0.83389,0.23915
113.8,0.44724,0,0.21069,0.84352,0.25037
112.3,1.5406,0,0.21288,0.85315,0.26159
113.8,2.8175,0,0.21507,0.86278,0.27282
115.3,-0.056295,0,0.21399,0.88554,0.27828
121.1,1.6777,0,0.21291,0.9083,0.28375
121.9,1.1736,0,0.21183,0.93105,0.28922
121.9,1.0074,0,0.21075,0.95381,0.29469
122.3,-0.53336,0,0.21627,0.92218,0.28325
120.5,0.67364,0,0.22179,0.89054,0.27182
117.5,-0.3745,0,0.22731,0.85891,0.26038
124.8,0.61522,0,0.23283,0.82728,0.24895
123.2,1.4709,0,0.23785,0.84159,0.23759
122.3,-0.31962,0,0.24286,0.8559,0.22623
119.7,0.73216,0,0.24788,0.87021,0.21488
120.1,-0.83407,0,0.25289,0.88452,0.20352
123.3,1.7376,0,0.26058,0.88011,0.22601
124.2,1.3602,0,0.26826,0.87571,0.24851
125.5,0.24683,0,0.27595,0.8713,0.271
127,0.79277,0,0.28363,0.8669,0.29349
129.2,1.0497,0,0.29032,0.86324,0.2764
129.3,0.88808,0,0.29702,0.85957,0.2593
129.2,2.1002,0,0.30371,0.85591,0.24221
129.7,-0.1881,0,0.3104,0.85224,0.22511
132.7,0.38031,0,0.32405,0.84657,0.22492
132.6,0.53889,0,0.3377,0.84089,0.22473
134.2,0.41665,0,0.35134,0.83522,0.22454
137.4,2.7313,0,0.36499,0.82955,0.22435
140.8,-0.15075,0,0.36208,0.82574,0.24085
142.2,0.8349,0,0.35918,0.82193,0.25735
140.2,1.0419,0,0.35627,0.81812,0.27385
141.4,2.3414,0,0.35337,0.81431,0.29034
143.4,1.0053,0,0.35279,0.82574,0.26777
143.7,0.69715,0,0.35221,0.83716,0.2452
145.2,1.7798,0,0.35163,0.84858,0.22263
145.2,-0.49813,0,0.35105,0.86001,0.20006
149.4,-0.098318,0,0.34771,0.85986,0.24976
152.6,-0.34588,0,0.34437,0.85971,0.29946
156.6,-1.8727,0,0.34104,0.85956,0.34916
161.8,-7.1391,0,0.3377,0.85941,0.39885
167.8,-0.45292,0,0.33882,0.86613,0.42414
165.3,1.0748,0,0.33995,0.87284,0.44943
165.9,-0.33574,0,0.34107,0.87955,0.47471
169.9,0.38393,0,0.3422,0.88626,0.5
173.3,2.7621,0,0.34062,0.88629,0.49156
173.4,-0.46115,0,0.33905,0.88631,0.48311
170,2.1571,0,0.33747,0.88633,0.47467
168.9,1.0064,0,0.3359,0.88635,0.46623
168.7,-0.29067,0,0.33086,0.89024,0.47467
168.4,0.29482,0,0.32582,0.89412,0.48311
169.2,0.10775,0,0.32078,0.89801,0.49156
170.2,-0.028997,0,0.31574,0.90189,0.5
170.9,-1.8292,0,0.31256,0.89954,0.5
171.6,-0.16681,0,0.30938,0.8972,0.5
172.6,-0.4745,0,0.30619,0.89485,0.5
177.5,-0.28919,0,0.30301,0.8925,0.5
177.2,0.40378,0,0.30207,0.89403,0.5
176.9,0.17164,0,0.30112,0.89556,0.5
177.1,-0.64146,0,0.30017,0.8971,0.5
176.2,-0.023442,0,0.29923,0.89863,0.5
176.7,-0.47001,0,0.28087,0.89649,0.5
177.2,0.51902,0,0.26252,0.89436,0.5
183.8,0.008521,0,0.24417,0.89223,0.5
188.5,-0.52111,0,0.22581,0.8901,0.5
192,0.80402,0,0.21432,0.8886,0.5
194.6,0.38162,0,0.20282,0.8871,0.5
190.7,0.54445,0,0.19133,0.8856,0.5
187.5,0.47031,0,0.17983,0.8841,0.5
185.5,1.2841,0,0.17983,0.8841,0.5
183.2,0.59586,0,0.17983,0.8841,0.5
180.8,0.19099,0,0.17983,0.8841,0.5
105.3,1.0711,0,0.47261,0.78895,0.028903
106.9,-0.50562,0,0.46528,0.78195,0.031011
106.5,0.015213,0,0.45795,0.77496,0.033119
108,-0.13181,0,0.45062,0.76796,0.035227
108.2,0.42421,0,0.44329,0.76097,0.037336
107.9,0.53562,0,0.46235,0.77313,0.04209
107.7,0.73175,0,0.48141,0.78528,0.046844
108.5,0.46522,0,0.50047,0.79744,0.051599
107.3,0.87834,0,0.51953,0.8096,0.056353
106.9,0.65807,0,0.51315,0.80482,0.054027
106.3,0.034358,0,0.50677,0.80004,0.051701
108.6,0.59786,0,0.5004,0.79526,0.049376
108.4,0.45877,0,0.49402,0.79048,0.04705
109.1,-0.020793,0,0.48708,0.78344,0.056935
108.7,0.17182,0,0.48013,0.7764,0.06682
110.7,0.43204,0,0.47319,0.76936,0.076706
110.2,0.67391,0,0.46624,0.76232,0.086591
111.3,0.33477,0,0.47875,0.77101,0.094712
111.6,0.50411,0,0.49125,0.77969,0.10283
113.4,0.26271,0,0.50375,0.78838,0.11095
111.9,0.18162,0,0.51626,0.79706,0.11907
111.5,0.69349,0,0.51235,0.79231,0.11992
110.3,0.65348,0,0.50845,0.78756,0.12077
111.4,0.33654,0,0.50454,0.7828,0.12162
111,0.39561,0,0.50063,0.77805,0.12246
111,1.0682,0,0.50462,0.77805,0.11867
109.9,0.4172,0,0.5086,0.77805,0.11488
108.8,0.31091,0,0.51259,0.77805,0.11109
111.1,0.17255,0,0.51658,0.77805,0.1073
111.9,1.1718,0,0.52398,0.78141,0.11743
112,0.71292,0,0.53138,0.78478,0.12755
113.4,1.7063,0,0.53879,0.78814,0.13767
114.6,1.1133,0,0.54619,0.79151,0.1478
116,0.67392,0,0.53241,0.77525,0.13894
117.5,1.3274,0,0.51864,0.759,0.13009
119.7,1.0556,0,0.50487,0.74275,0.12123
119.2,1.2032,0,0.49109,0.7265,0.11238
121.2,0.78193,0,0.504,0.73356,0.11887
121.4,1.1969,0,0.51691,0.74063,0.12537
123.3,1.4224,0,0.52982,0.74769,0.13186
124.3,0.431,0,0.54273,0.75475,0.13836
125.3,0.59792,0,0.54236,0.75381,0.14298
125.9,0.36953,0,0.542,0.75287,0.1476
128.9,0.2772,0,0.54163,0.75194,0.15223
129.5,-0.19592,0,0.54126,0.75099,0.15685
129.9,0.58795,0,0.53677,0.74538,0.15369
130.6,0.18757,0,0.53227,0.73977,0.15054
131.9,0.44799,0,0.52777,0.73415,0.14738
132,0.94398,0,0.52328,0.72854,0.14422
132.9,0.04711,0,0.5243,0.74657,0.1781
132.2,-0.073175,0,0.52532,0.76461,0.21197
134.2,-0.15838,0,0.52635,0.78264,0.24584
136.4,-0.66869,0,0.52737,0.80068,0.27972
136.4,0.07166,0,0.52703,0.79731,0.27049
135.9,0.16939,0,0.52669,0.79393,0.26126
134.4,0.19079,0,0.52634,0.79056,0.25204
134.5,0.72252,1,0.526,0.78719,0.24281
133.4,1.0971,1,0.53862,0.79691,0.23815
132.3,0.59968,1,0.55124,0.80663,0.23349
133.4,0.86251,1,0.56387,0.81635,0.22883
132.6,0.51696,1,0.57649,0.82607,0.22416
133,0.41855,1,0.5815,0.82716,0.21899
132.4,0.18105,1,0.58652,0.82826,0.21382
130.8,0.1585,1,0.59153,0.82936,0.20866
130.1,0.5441,0,0.59655,0.83046,0.20349
129.9,0.31077,0,0.5955,0.83225,0.20738
128.8,0.57858,0,0.59445,0.83405,0.21127
129.7,0.10104,0,0.5934,0.83585,0.21516
130.4,0.34912,0,0.59235,0.83765,0.21906
130.5,1.1301,0,0.59028,0.83906,0.2224
130,0.74741,0,0.5882,0.84047,0.22575
129.8,1.0885,0,0.58613,0.84189,0.2291
129.6,0.86944,0,0.58406,0.8433,0.23244
129.2,0.89245,0,0.58219,0.84151,0.23766
128.6,0.71921,0,0.58031,0.83971,0.24287
127.9,0.75998,0,0.57844,0.83792,0.24808
128.1,0.52324,0,0.57656,0.83613,0.25329
130.6,0.82758,0,0.58642,0.83836,0.2494
131.6,1.1914,0,0.59627,0.84059,0.24551
133.4,1.3503,0,0.60612,0.84283,0.24162
133.3,0.94242,0,0.61598,0.84506,0.23773
134.9,0.93978,0,0.6183,0.84699,0.24374
137,0.64677,0,0.62062,0.84893,0.24975
137.8,0.80528,0,0.62294,0.85087,0.25577
139.3,0.54915,0,0.62527,0.85281,0.26178
141.2,0.11954,0,0.6198,0.85085,0.25889
141.9,0.37472,0,0.61432,0.84889,0.25599
142.8,0.028305,0,0.60885,0.84693,0.2531
143.2,0.27213,0,0.60338,0.84498,0.25021
143.1,0.53483,0,0.59863,0.84005,0.25802
142.6,0.36005,0,0.59387,0.83512,0.26584
143.1,0.047246,0,0.58912,0.83019,0.27365
144.1,0.11601,0,0.58436,0.82525,0.28147
144.5,-0.21434,0,0.5965,0.83037,0.27421
144,0.6846,0,0.60863,0.83549,0.26695
142.7,0.77277,0,0.62076,0.84061,0.25969
142.9,0.86322,0,0.6329,0.84573,0.25243
144.4,0.65805,0,0.64249,0.84834,0.2467
144.9,0.34987,0,0.65209,0.85095,0.24096
145.3,0.7368,0,0.66168,0.85356,0.23523
