cr_gdp,dy,cr,fd0,fd1,fd2
145.2,0.24135,0,0.67128,0.85617,0.2295
147.6,0.18525,0,0.73399,0.8582,0.25477
148,0.49097,0,0.79671,0.86024,0.28003
149.3,0.72596,0,0.85942,0.86227,0.3053
150.1,0.80797,0,0.92214,0.8643,0.33057
151.7,1.0049,0,0.93103,0.82145,0.31119
152.2,-0.011604,0,0.93993,0.77859,0.2918
153.3,0.74832,0,0.94882,0.73574,0.27241
154,0.77745,0,0.95772,0.69289,0.25303
156.3,0.75991,0,0.95918,0.72613,0.23908
157,0.35309,0,0.96065,0.75937,0.22514
156.9,0.22617,0,0.96211,0.79262,0.21119
157.6,0.43711,1,0.96357,0.82586,0.19724
160.6,-0.44055,1,0.95909,0.81872,0.2097
163,-0.32929,1,0.9546,0.81159,0.22216
164.2,-1.4292,1,0.95011,0.80445,0.23461
166.5,-1.6703,1,0.94562,0.79731,0.24707
168.7,-0.083111,1,0.94688,0.80932,0.25209
170.4,0.17188,1,0.94813,0.82133,0.25711
172.1,0.69579,1,0.94938,0.83334,0.26214
172.2,0.37043,0,0.95063,0.84535,0.26716
171.9,0.52868,0,0.95362,0.84241,0.27042
171.5,0.58896,0,0.9566,0.83948,0.27368
172.6,0.70308,0,0.95959,0.83654,0.27693
172.8,1.0179,0,0.96257,0.8336,0.28019
175.3,0.079793,0,0.95588,0.83529,0.28916
177.4,0.23956,0,0.94919,0.83699,0.29813
178.7,0.26243,0,0.94249,0.83868,0.3071
180.6,0.070267,0,0.9358,0.84037,0.31607
182.6,-0.16214,0,0.93442,0.84272,0.31669
182.5,0.19914,0,0.93305,0.84506,0.3173
182.9,-0.073074,0,0.93168,0.8474,0.31791
182.9,-0.044777,0,0.9303,0.84974,0.31853
181.5,0.69246,0,0.92778,0.84709,0.32994
181.9,0.0090078,0,0.92526,0.84444,0.34136
181.3,0.45029,0,0.92274,0.8418,0.35278
182.7,0.071897,0,0.92022,0.83915,0.3642
184.7,0.1729,0,0.91768,0.84205,0.36202
186,0.4891,0,0.91515,0.84495,0.35984
186.9,0.079524,0,0.91261,0.84785,0.35767
189.6,0.44797,0,0.91008,0.85076,0.35549
190,-0.039115,0,0.9058,0.85345,0.35558
190.4,0.44009,0,0.90152,0.85615,0.35568
192.6,0.19585,0,0.89723,0.85885,0.35577
190.7,0.62426,0,0.89295,0.86155,0.35586
193.2,-0.28925,0,0.89295,0.86155,0.35586
194.6,0.25298,0,0.89295,0.86155,0.35586
195.9,0.59017,0,0.89295,0.86155,0.35586
92.7,0.79804,0,0.70192,0.81599,0.2021
94,-0.64588,0,0.69521,0.80424,0.20764
94.4,-0.39751,0,0.68849,0.79249,0.21317
97.6,-0.13285,0,0.68178,0.78074,0.21871
98.5,1.1828,0,0.67506,0.76899,0.22424
99.8,-0.24994,0,0.67474,0.76819,0.22778
100.3,0.26309,0,0.67442,0.76739,0.23131
101.5,-0.078863,0,0.6741,0.76659,0.23484
100.5,0.37397,0,0.67378,0.76579,0.23837
101.5,-0.6175,0,0.68222,0.77526,0.24668
102.4,-0.99332,0,0.69067,0.78474,0.25498
104.3,0.2393,0,0.69912,0.79421,0.26328
102.8,0.90219,0,0.70756,0.80368,0.27158
103.8,1.0473,0,0.70705,0.80222,0.27228
104.2,-0.20859,0,0.70653,0.80076,0.27297
105.2,1.3738,0,0.70602,0.7993,0.27367
103.8,1.3139,0,0.70551,0.79783,0.27436
104.6,-1.5877,0,0.70466,0.79539,0.28436
104.9,2.6869,0,0.70382,0.79294,0.29437
105.9,0.83829,0,0.70298,0.79049,0.30437
105.8,-0.54656,0,0.70214,0.78805,0.31437
105.7,0.99726,0,0.70403,0.79182,0.32682
104.9,1.294,0,0.70592,0.79559,0.33927
106.2,0.59818,0,0.70782,0.79936,0.35172
104.9,-0.57369,0,0.70971,0.80314,0.36416
104.8,1.1441,0,0.70795,0.79969,0.34994
104,0.73553,0,0.70619,0.79624,0.33572
103.9,0.99217,0,0.70443,0.79278,0.3215
102.8,-2.5418,0,0.70267,0.78933,0.30729
102.7,2.2202,0,0.70599,0.79492,0.30094
103.5,0.68974,0,0.70931,0.80051,0.29459
103.9,1.5872,0,0.71263,0.80609,0.28823
102.8,-0.91111,0,0.71595,0.81168,0.28188
103.1,1.7966,0,0.71675,0.8129,0.28341
102.8,1.1267,0,0.71754,0.81412,0.28493
103.5,1.1707,0,0.71834,0.81533,0.28646
102.5,1.0397,0,0.71913,0.81655,0.28798
102.8,0.40174,0,0.72107,0.81637,0.29001
102.8,0.9091,0,0.72301,0.81618,0.29204
104,1.1521,0,0.72495,0.81599,0.29407
103.9,2.0545,0,0.7269,0.8158,0.2961
102.4,0.49046,0,0.7238,0.81221,0.29305
102,2.0841,0,0.7207,0.80861,0.29001
102.5,1.7451,0,0.7176,0.80501,0.28696
101.3,2.782,0,0.71451,0.80141,0.28392
101.4,-0.50481,0,0.71342,0.79314,0.28143
102.8,-0.21908,0,0.71234,0.78487,0.27894
103.5,1.2668,0,0.71125,0.7766,0.27645
103.5,1.5012,0,0.71017,0.76832,0.27396
104.2,-0.72261,0,0.71355,0.77091,0.28957
104.4,-0.20165,0,0.71694,0.7735,0.30517
104.1,-0.30999,0,0.72032,0.77608,0.32077
105.7,-0.74185,0,0.7237,0.77867,0.33637
107.2,0,0,0.72621,0.77946,0.34243
108.8,0.56957,0,0.72872,0.78024,0.34849
111.3,-0.094701,0,0.73123,0.78102,0.35455
109.1,1.3812,0,0.73374,0.78181,0.36061
109.8,0.26663,0,0.73327,0.78152,0.35745
110.8,0.68994,0,0.7328,0.78123,0.35429
111.8,1.1568,0,0.73233,0.78094,0.35113
108.3,-0.33709,0,0.73186,0.78065,0.34797
109.4,0.75777,0,0.73163,0.78095,0.36052
109.6,0.16906,0,0.73141,0.78125,0.37308
110.5,0.03898,0,0.73118,0.78155,0.38563
111.2,-0.82488,0,0.73095,0.78185,0.39818
112.6,1.3528,0,0.73518,0.78567,0.41997
113.6,0.33535,0,0.73941,0.78948,0.44175
115.2,0.7185,0,0.74364,0.79329,0.46354
115.5,-0.53517,0,0.74787,0.7971,0.48533
116.4,1.3406,0,0.74778,0.80052,0.5064
116.9,0.30391,0,0.74768,0.80394,0.52748
118,0.70555,0,0.74759,0.80736,0.54856
118.1,0.93411,0,0.7475,0.81077,0.56963
118.8,-0.38632,0,0.74566,0.80311,0.59186
120,0.47334,0,0.74382,0.79544,0.61408
122.3,-0.44838,0,0.74198,0.78778,0.63631
120.2,1.1543,0,0.74014,0.78012,0.65853
122,0.012337,0,0.7389,0.78009,0.63919
123.6,1.1287,0,0.73765,0.78007,0.61984
125.9,0.78985,0,0.7364,0.78004,0.6005
125.4,1.4122,0,0.73516,0.78002,0.58116
126.7,0.83195,0,0.73342,0.77413,0.5775
126.8,-0.035515,0,0.73169,0.76825,0.57384
129.5,-0.32018,0,0.72995,0.76237,0.57019
129.7,1.9962,0,0.72822,0.75648,0.56653
130.1,-0.034938,0,0.72615,0.74996,0.56747
130,-0.19819,0,0.72408,0.74344,0.56841
130,-0.10508,0,0.722,0.73692,0.56934
129.8,-0.51827,0,0.71993,0.7304,0.57028
130.7,0.43353,0,0.72225,0.72794,0.58103
131.3,0.51313,0,0.72457,0.72547,0.59178
130.9,-0.17463,0,0.72689,0.72301,0.60253
131.4,-1.4909,0,0.72921,0.72054,0.61328
132.1,0.10638,0,0.73147,0.72682,0.62063
131.8,0.77675,0,0.73374,0.7331,0.62798
131.8,0.26928,0,0.736,0.73938,0.63533
129.6,-0.1638,0,0.73827,0.74566,0.64268
128.5,0.5023,0,0.73522,0.75149,0.6366
127.7,-0.19829,0,0.73216,0.75732,0.63051
127.2,-0.093443,0,0.72911,0.76315,0.62443
126.1,-0.0087633,0,0.72606,0.76898,0.61834
126.4,0.55944,0,0.71623,0.76512,0.6363
125.9,0.82181,0,0.7064,0.76125,0.65426
124.9,0.47151,0,0.69657,0.75739,0.67222
125,0.95913,0,0.68674,0.75353,0.69018
124.9,1.7237,0,0.68335,0.76086,0.6777
124.4,0.75666,0,0.67995,0.7682,0.66521
122.1,1.5182,0,0.67656,0.77554,0.65273
120.5,0.051868,0,0.67316,0.78287,0.64024
119.2,0.83674,0,0.67552,0.76827,0.63058
117.8,0.50731,0,0.67788,0.75367,0.62092
117.8,0.64391,0,0.68024,0.73907,0.61127
116.5,0.65313,1,0.6826,0.72446,0.60161
116.4,-0.2554,1,0.68131,0.73458,0.59746
116.8,-0.63064,1,0.68003,0.7447,0.59332
117.8,-1.6106,1,0.67874,0.75481,0.58918
119.4,-4.7904,0,0.67746,0.76493,0.58504
120.8,0.13708,0,0.67703,0.76198,0.57668
121.2,0.56915,0,0.6766,0.75904,0.56831
121.1,0.74636,0,0.67617,0.75609,0.55994
120.1,0.79957,0,0.67575,0.75314,0.55158
119.2,2.2108,0,0.67612,0.74798,0.5545
117.8,0.82743,0,0.6765,0.74282,0.55742
114.7,0.82065,0,0.67688,0.73765,0.56034
111.5,1.9066,0,0.67725,0.73249,0.56326
110.6,0.094919,0,0.67259,0.73402,0.57797
110.6,0.86062,0,0.66794,0.73556,0.59267
110.5,-0.27209,0,0.66328,0.73709,0.60738
110,0.1989,0,0.65862,0.73863,0.62209
110.4,0.16719,0,0.66061,0.73552,0.62406
110.9,0.2919,0,0.6626,0.7324,0.62603
110.5,-0.41727,0,0.6646,0.72929,0.628
110.6,-0.47153,0,0.66659,0.72618,0.62997
110.8,1.0448,0,0.66563,0.73063,0.62614
110.7,0.53902,0,0.66467,0.73508,0.62231
110.3,0.34058,0,0.66372,0.73953,0.61848
109.6,0.96381,0,0.66276,0.74398,0.61464
109.8,-0.030616,0,0.66135,0.73956,0.60855
108.6,0.48875,0,0.65994,0.73514,0.60246
107.2,0.85967,0,0.65853,0.73072,0.59637
108.2,-0.2016,0,0.65712,0.72631,0.59027
108.2,0.62368,0,0.65548,0.72407,0.5858
108,0.45025,0,0.65383,0.72183,0.58132
107.6,0.43829,0,0.65219,0.71959,0.57684
108.1,0.79201,0,0.65055,0.71735,0.57236
108,0.57031,0,0.65055,0.71735,0.57236
108.4,0.20569,0,0.65055,0.71735,0.57236
107.7,0.36138,0,0.65055,0.71735,0.57236
44.5,3.3518,0,0.66747,0.72629,0.10696
44,-1.9334,0,0.67042,0.72555,0.10743
43.7,-5.391,0,0.67336,0.72481,0.1079
45.3,3.8586,0,0.6763,0.72407,0.10837
45.4,-1.9851,0,0.67924,0.72333,0.10884
46.2,-2.2387,0,0.69104,0.73082,0.11073
47.2,2.8124,0,0.70285,0.7383,0.11262
48.8,3.9243,0,0.71465,0.74579,0.11451
47.2,-1.9487,0,0.72645,0.75327,0.11641
46.5,-4.1996,0,0.72441,0.75327,0.11611
46.8,-1.0288,0,0.72238,0.75327,0.11582
48.7,2.7853,0,0.72034,0.75327,0.11553
47,-1.2062,0,0.71831,0.75327,0.11524
46.8,-3.1745,0,0.7334,0.76171,0.11734
46.1,2.3279,0,0.7485,0.77014,0.11943
48.8,3.2565,0,0.7636,0.77857,0.12153
46.7,-0.64593,0,0.77869,0.78701,0.12363
46.4,-2.6228,0,0.77965,0.78778,0.12374
45.8,2.9946,0,0.7806,0.78854,0.12385
48.1,1.1926,0,0.78156,0.78931,0.12396
47.4,-2.7208,0,0.78251,0.79008,0.12407
47.4,0.15474,0,0.78347,0.79008,0.12418
46.7,4.69,0,0.78442,0.79008,0.12429
47.2,3.8099,0,0.78537,0.79008,0.1244
46.5,-6.589,0,0.78633,0.79008,0.12451
46.1,2.6413,0,0.76008,0.77677,0.12073
44.6,-1.4717,0,0.73383,0.76346,0.11695
45,2.6824,0,0.70758,0.75015,0.11318
44.5,-4.3809,0,0.68134,0.73684,0.1094
44,-1.9125,0,0.69059,0.74493,0.11366
43.4,0.29835,0,0.69984,0.75303,0.11792
43.9,5.7157,0,0.70909,0.76113,0.12218
43,2.2767,0,0.71834,0.76922,0.12644
42.6,-3.7826,0,0.69915,0.75125,0.13758
41.2,0.73692,0,0.67996,0.73327,0.14872
41.4,1.8012,0,0.66076,0.7153,0.15985
41.1,3.4332,0,0.64157,0.69732,0.17099
41.3,-1.1151,0,0.62684,0.68619,0.17726
40.4,-1.3841,0,0.6121,0.67506,0.18352
42.4,4.1971,0,0.59737,0.66393,0.18979
42.6,0.93903,0,0.58264,0.6528,0.19606
42.3,-2.8237,0,0.57959,0.66072,0.19172
40.8,-7.094,0,0.57654,0.66864,0.18737
39.8,9.9193,0,0.57349,0.67656,0.18303
39.3,0.42475,1,0.57045,0.68448,0.17869
38.7,-1.733,1,0.55964,0.68361,0.18038
37,1.8325,1,0.54884,0.68275,0.18207
37.2,-0.37894,1,0.53803,0.68188,0.18376
35.8,2.1932,1,0.52723,0.68102,0.18545
37.4,-3.1141,1,0.52769,0.68107,0.19698
37.2,1.5361,1,0.52816,0.68113,0.20852
37,-0.53359,1,0.52862,0.68119,0.22005
36.4,-2.6898,1,0.52908,0.68124,0.23159
37.2,1.6949,1,0.52868,0.68379,0.24778
36.8,0.33982,1,0.52828,0.68634,0.26397
35.2,0.19909,1,0.52789,0.68888,0.28016
34.3,-0.79569,1,0.52749,0.69143,0.29635
35.4,1.2108,1,0.53313,0.70012,0.2965
34.4,2.6469,1,0.53878,0.70882,0.29664
35.8,-0.82503,1,0.54443,0.71752,0.29679
34.8,0.0026989,1,0.55008,0.72621,0.29693
35.1,0.90091,1,0.54622,0.71696,0.30646
35.2,0.50948,1,0.54235,0.7077,0.31599
36,0.58524,1,0.53849,0.69845,0.32551
36.2,0.56301,0,0.53463,0.68919,0.33504
36.7,0.55994,0,0.53552,0.69025,0.36507
36.8,1.3573,0,0.53641,0.6913,0.39509
36.6,1.0383,0,0.5373,0.69236,0.42512
36.8,0.54916,0,0.53819,0.69342,0.45514
37.8,1.7249,0,0.54291,0.69348,0.47104
37.6,1.5786,0,0.54763,0.69354,0.48693
37.7,0.94283,0,0.55235,0.6936,0.50283
39.9,1.195,0,0.55707,0.69366,0.51872
40.2,0.44929,0,0.56369,0.70475,0.46754
40,0.38524,0,0.5703,0.71583,0.41637
41,0.77466,0,0.57691,0.72692,0.36519
42.9,0.72049,0,0.58352,0.73801,0.31401
42.7,0.9852,0,0.59108,0.73143,0.33844
43.5,0.39427,0,0.59865,0.72485,0.36288
44.4,1.5981,0,0.60621,0.71828,0.38731
46.2,0.37656,0,0.61377,0.7117,0.41174
48.8,0.89655,0,0.61555,0.71702,0.40924
51.2,1.8044,0,0.61733,0.72235,0.40673
53.3,1.4032,0,0.6191,0.72767,0.40423
55.3,1.3028,0,0.62088,0.733,0.40172
57.2,-0.32471,0,0.61738,0.73846,0.41954
58.4,1.5987,0,0.61388,0.74392,0.43737
60.5,0.3023,0,0.61038,0.74938,0.45519
60.8,0.78048,0,0.60688,0.75484,0.47301
62.4,2.2173,0,0.60945,0.75672,0.4799
62.9,0.58986,0,0.61201,0.7586,0.48679
64.2,0.74279,0,0.61457,0.76048,0.49368
64.5,2.0462,0,0.61714,0.76236,0.50056
65.1,1.7754,0,0.63249,0.76293,0.53285
66.9,0.63573,0,0.64784,0.7635,0.56514
68.4,2.1006,0,0.6632,0.76407,0.59743
68.5,1.8276,0,0.67855,0.76463,0.62971
70.7,0.010126,0,0.68429,0.77557,0.63834
71.5,1.3405,0,0.69002,0.78651,0.64696
73.6,-0.35892,0,0.69575,0.79744,0.65559
76.1,-0.65922,0,0.70148,0.80838,0.66421
79.1,0.27478,0,0.7144,0.80329,0.65288
81.4,1.3658,0,0.72731,0.7982,0.64154
85.7,0.47277,0,0.74022,0.79311,0.63021
85.4,3.2626,0,0.75314,0.78803,0.61888
87.6,0.25724,0,0.76533,0.79464,0.6098
89.9,0.46848,0,0.77752,0.80125,0.60072
92.6,2.5132,0,0.78972,0.80785,0.59164
93.2,-0.74179,0,0.80191,0.81446,0.58257
95.8,2.8335,0,0.81296,0.81164,0.6008
98.2,-0.64218,0,0.824,0.80882,0.61904
101.6,-0.456,0,0.83505,0.80601,0.63728
105.1,0.58834,1,0.84609,0.80319,0.65551
108.3,-0.64667,1,0.84468,0.79871,0.67362
111.4,-0.092223,1,0.84327,0.79423,0.69173
113.3,-1.4311,1,0.84186,0.78975,0.70984
114.1,-4.8771,1,0.84045,0.78527,0.72795
113.8,2.7658,1,0.83564,0.78204,0.70963
115.8,-0.69257,1,0.83083,0.77881,0.69131
116.6,0.11369,1,0.82602,0.77558,0.67299
117,-1.6818,1,0.82121,0.77235,0.65467
123,-3.0559,1,0.8123,0.76906,0.65034
123.4,-3.57,1,0.80338,0.76577,0.64602
127.6,-1.1645,1,0.79447,0.76248,0.64169
129.4,-3,1,0.78556,0.75919,0.63736
131.7,-1.5288,1,0.77821,0.76423,0.60764
133.5,-2.0983,1,0.77085,0.76927,0.57792
129.9,-4.1003,1,0.7635,0.77431,0.5482
130,-0.99046,1,0.75614,0.77935,0.51848
132.6,-1.9114,1,0.72927,0.80322,0.56007
132,-1.2732,1,0.7024,0.82708,0.60167
132.4,0.016628,0,0.67553,0.85095,0.64326
132.4,-2.2343,0,0.64867,0.87482,0.68486
132.5,0.062692,0,0.63336,0.8472,0.7128
132.5,0.42764,0,0.61804,0.81958,0.74075
132.2,-0.6303,0,0.60273,0.79196,0.7687
132.2,0.77217,0,0.58742,0.76434,0.79664
133,-0.16909,0,0.58276,0.76492,0.74468
132.2,1.2848,0,0.5781,0.7655,0.69273
130.8,-1.1275,0,0.57344,0.76608,0.64077
130.5,0.37295,0,0.56877,0.76666,0.58881
129.3,0.069479,0,0.56371,0.76955,0.58657
128.3,-1.9566,0,0.55864,0.77245,0.58434
128.1,1.2281,0,0.55357,0.77534,0.5821
127.8,0.015183,0,0.5485,0.77823,0.57986
127,-0.57088,0,0.5485,0.77823,0.57986
125.3,0.30771,0,0.5485,0.77823,0.57986
125.2,0.16109,0,0.5485,0.77823,0.57986
46.4,-0.13384,1,0.17639,0.63674,0.50866
46.3,0.050411,1,0.17739,0.64708,0.50877
44.1,-0.41932,1,0.1784,0.65741,0.50887
42.8,0.21988,0,0.1794,0.66775,0.50897
42.7,-0.34026,0,0.18743,0.67666,0.5094
43.5,-0.036844,0,0.19545,0.68556,0.50984
46.9,1.2265,0,0.20348,0.69447,0.51027
46.1,1.0188,0,0.2115,0.70337,0.5107
47.2,1.0474,0,0.21056,0.69642,0.51125
47.6,0.98684,0,0.20961,0.68947,0.5118
48.8,0.96139,0,0.20866,0.68252,0.51235
48.4,1.1045,0,0.20772,0.67557,0.51289
49.7,1.3903,0,0.21638,0.67445,0.51279
50.2,0.85423,0,0.22503,0.67334,0.51269
48.5,0.20784,0,0.23369,0.67223,0.51259
49.7,0.18786,0,0.24235,0.67111,0.51249
51.1,1.0044,0,0.25152,0.68148,0.51219
51.9,1.7211,0,0.26069,0.69184,0.5119
52.8,1.1573,0,0.26987,0.7022,0.51161
53.8,0.75161,0,0.27904,0.71257,0.51132
56.2,1.0246,0,0.28152,0.7126,0.51415
57.9,0.76856,0,0.284,0.71263,0.51698
59.6,1.5376,0,0.28649,0.71266,0.51981
61,0.80519,0,0.28897,0.71269,0.52264
59.7,0.86064,0,0.29381,0.70589,0.5283
61.1,0.82587,0,0.29865,0.69909,0.53397
61.5,0.78963,0,0.30348,0.69228,0.53963
59.7,2.098,0,0.30832,0.68548,0.5453
61.7,0.50159,0,0.31088,0.69497,0.55097
61.8,0.97083,0,0.31343,0.70445,0.55664
60.8,0.97272,0,0.31599,0.71393,0.56232
62.5,0.62956,0,0.31854,0.72342,0.56799
66.9,1.154,0,0.32184,0.72288,0.55949
66.5,1.0981,0,0.32513,0.72233,0.55099
71.4,1.1712,0,0.32842,0.72179,0.54249
70.9,1.4435,0,0.33172,0.72125,0.53399
73.6,1.085,0,0.33768,0.72747,0.53966
73.7,1.1737,0,0.34364,0.7337,0.54532
75.5,0.53334,0,0.3496,0.73992,0.55098
78.6,1.2289,0,0.35556,0.74614,0.55664
82.5,1.6174,0,0.36311,0.70121,0.56235
84.9,0.78283,0,0.37065,0.65628,0.56806
87.2,1.1619,0,0.3782,0.61135,0.57377
87.8,0.81428,0,0.38574,0.56642,0.57948
94.5,1.2602,0,0.39547,0.56152,0.57382
94.5,0.62519,0,0.4052,0.55662,0.56816
94,0.82527,0,0.41493,0.55173,0.56251
93.6,-1.0155,0,0.42466,0.54683,0.55685
98,-0.14782,0,0.43099,0.53838,0.55402
101.9,0.5385,0,0.43733,0.52993,0.55118
108.4,0.30742,0,0.44367,0.52148,0.54835
110.4,0.74202,1,0.45001,0.51303,0.54552
105.3,0.49183,1,0.45072,0.57155,0.54268
111.2,-0.15594,1,0.45143,0.63006,0.53983
118.4,-3.3971,1,0.45214,0.68858,0.53699
136.5,-4.1347,1,0.45285,0.7471,0.53415
127.2,-0.1799,1,0.45154,0.74312,0.53416
126,-0.038732,0,0.45022,0.73913,0.53417
130,0.050923,0,0.44891,0.73515,0.53418
129.4,-0.20329,0,0.44759,0.73117,0.53419
136.2,0.66469,0,0.44779,0.72067,0.53995
128.7,0.59086,0,0.44798,0.71018,0.54572
127.7,0.12496,0,0.44817,0.69968,0.55148
121.1,1.0479,0,0.44836,0.68919,0.55725
121.6,-0.015844,0,0.44596,0.68626,0.55735
126.4,0.32902,0,0.44356,0.68333,0.55745
128,0.86459,0,0.44116,0.68041,0.55755
121.8,-2.0494,0,0.43876,0.67748,0.55765
120.4,-0.32894,0,0.43762,0.67735,0.55483
115.5,0.36088,0,0.43649,0.67721,0.55201
116.6,-0.23864,0,0.43536,0.67707,0.54918
119.1,0.55992,0,0.43422,0.67694,0.54636
115.3,0.85398,0,0.43529,0.65009,0.53769
112.7,1.2709,0,0.43636,0.62325,0.52901
108.8,1.0667,0,0.43743,0.5964,0.52034
108.3,0.83413,0,0.4385,0.56955,0.51166
108,1.2448,0,0.43677,0.57262,0.51462
106.6,0.8759,0,0.43505,0.57569,0.51758
105.8,0.63089,0,0.43332,0.57876,0.52053
100.9,1.7163,0,0.43159,0.58182,0.52349
101.5,0.22154,0,0.43287,0.61776,0.52058
97.6,0.72224,0,0.43414,0.6537,0.51767
96.7,1.0244,0,0.43541,0.68964,0.51476
95.6,-0.6235,0,0.43669,0.72558,0.51186
96.4,1.3699,0,0.43669,0.72558,0.51186
91.8,0.56132,0,0.43669,0.72558,0.51186
91.9,0.83582,0,0.43669,0.72558,0.51186
67.9,2.7205,0,0.20733,0.75355,0.32598
70.3,0.48807,0,0.21235,0.75035,0.32699
74.6,1.823,0,0.21738,0.74714,0.328
76.2,3.0328,0,0.22241,0.74394,0.32901
76.4,1.1778,0,0.2227,0.73983,0.34213
78.7,1.1648,0,0.223,0.73572,0.35525
82.8,1.3152,0,0.2233,0.73161,0.36836
84.3,1.0885,0,0.2236,0.7275,0.38148
84.1,2.3208,0,0.22305,0.72386,0.37451
86.2,2.3415,0,0.22249,0.72022,0.36755
90.4,2.0248,0,0.22194,0.71659,0.36058
92.8,-0.40678,0,0.22139,0.71295,0.35361
95.8,1.9825,0,0.22621,0.71186,0.35265
96.3,-0.46498,0,0.23103,0.71077,0.35169
97.6,-3.5713,0,0.23585,0.70968,0.35074
101,-0.31927,0,0.24067,0.7086,0.34978
106.5,0.27362,0,0.24178,0.7056,0.3409
108.8,2.4725,0,0.2429,0.70261,0.33203
107.7,2.2107,0,0.24401,0.69962,0.32315
106,0.36949,0,0.24512,0.69663,0.31428
108.3,-0.018168,0,0.24806,0.70771,0.3206
109.4,1.492,0,0.251,0.71878,0.32693
112.3,1.242,0,0.25394,0.72986,0.33326
114.5,1.1196,0,0.25687,0.74093,0.33958
116,0.78639,0,0.25955,0.73856,0.34613
121.1,-0.63185,0,0.26222,0.73619,0.35269
115.6,0.92984,0,0.26489,0.73382,0.35924
115.1,0.91179,0,0.26756,0.73145,0.36579
117.3,-0.24551,0,0.27306,0.72622,0.40544
120.5,0.64489,0,0.27857,0.721,0.44509
116.5,2.0438,0,0.28408,0.71577,0.48473
114.5,0.94269,0,0.28958,0.71055,0.52438
110.9,0.83415,0,0.2913,0.72545,0.52618
108.8,0.65235,0,0.29301,0.74035,0.52797
105.6,0.777,0,0.29472,0.75525,0.52977
106.2,2.4307,0,0.29644,0.77016,0.53156
105.3,2.1578,0,0.30501,0.76649,0.54739
103.1,2.7824,0,0.31357,0.76282,0.56322
97.8,1.3975,0,0.32214,0.75915,0.57905
98.7,-0.041893,0,0.33071,0.75548,0.59488
98.6,1.6089,0,0.33741,0.75903,0.57233
96.2,2.3004,0,0.34411,0.76259,0.54978
94.8,1.3821,0,0.35081,0.76615,0.52724
93.3,0.84516,0,0.35752,0.76971,0.50469
92.3,2.0545,0,0.367,0.76682,0.52404
91.2,1.2974,0,0.37648,0.76392,0.54339
90.8,2.0181,0,0.38596,0.76103,0.56274
90.8,0.95113,0,0.39544,0.75813,0.58208
90.3,0.93131,0,0.40369,0.77391,0.57131
92.9,0.1446,0,0.41194,0.78969,0.56054
94.8,1.664,0,0.42018,0.80546,0.54977
92.5,2.3766,0,0.42843,0.82124,0.539
98.7,0.20649,0,0.43638,0.79336,0.55622
104.5,-0.87206,0,0.44434,0.76547,0.57344
112.1,-0.87589,0,0.45229,0.73759,0.59066
112.6,-1.0822,0,0.46025,0.70971,0.60788
109.8,-0.47787,0,0.46601,0.71058,0.57214
111.3,1.1968,0,0.47178,0.71145,0.5364
108.9,1.2282,0,0.47754,0.71232,0.50067
108.4,0.1614,0,0.48331,0.7132,0.46493
108.8,3.511,0,0.48655,0.70115,0.47662
103.2,2.3903,0,0.48979,0.68911,0.4883
101.5,1.1959,0,0.49303,0.67707,0.49999
101.2,1.1251,0,0.49627,0.66503,0.51168
101.8,1.4518,0,0.49931,0.62795,0.51891
105.9,0.45068,0,0.50235,0.59087,0.52615
109,1.9088,0,0.50539,0.55379,0.53339
109.6,1.6473,0,0.50843,0.51672,0.54062
112.6,1.4681,0,0.50382,0.53111,0.55516
112.7,0.62523,0,0.49921,0.5455,0.56969
116.2,0.79378,0,0.49459,0.5599,0.58422
116.3,1.0637,0,0.48998,0.57429,0.59875
119.1,1.5236,0,0.48117,0.59607,0.57748
120,0.84435,0,0.47236,0.61785,0.55622
123.4,0.36167,0,0.46356,0.63963,0.53495
125.6,-0.0037019,0,0.45475,0.66141,0.51368
126.4,0.47438,0,0.45218,0.62649,0.50031
131.1,0.0080455,0,0.4496,0.59156,0.48694
134.6,1.208,0,0.44703,0.55664,0.47357
135.6,0.1514,0,0.44446,0.52172,0.4602
136,1.1969,0,0.44082,0.52378,0.4426
145.3,-0.18336,0,0.43718,0.52584,0.425
145.3,1.0071,0,0.43354,0.5279,0.40739
142.5,0.5718,0,0.4299,0.52996,0.38979
142.3,-0.2682,0,0.4299,0.52996,0.38979
142.1,0.47518,0,0.4299,0.52996,0.38979
142.6,0.097716,0,0.4299,0.52996,0.38979
74.2,0.80026,0,0.7394,0.87764,0.13869
73.6,0.81984,0,0.72922,0.87391,0.16116
75.8,0.80843,0,0.71905,0.87017,0.18362
79.3,0.79152,0,0.70887,0.86644,0.20609
78.3,0.79241,0,0.6987,0.86271,0.22855
80,0.81843,0,0.70831,0.86462,0.24425
80.9,0.88262,0,0.71793,0.86653,0.25996
81.7,0.88076,0,0.72755,0.86844,0.27566
81.2,0.71544,0,0.73717,0.87035,0.29136
79.6,0.42746,0,0.72115,0.8632,0.32469
82.3,0.010146,0,0.70514,0.85606,0.35802
77,-0.34139,0,0.68912,0.84891,0.39135
76,-0.39987,0,0.6731,0.84177,0.42468
76.2,-0.16075,0,0.65897,0.8349,0.4354
75.9,0.3652,0,0.64483,0.82804,0.44611
78.8,0.94496,0,0.63069,0.82118,0.45682
79.5,1.3148,0,0.61655,0.81431,0.46754
79.1,1.4503,0,0.62951,0.82153,0.51309
77.7,1.3997,0,0.64248,0.82875,0.55865
